,medicine_name,active_substance,atc_code,medicine_url,pdf_url,source_block,manufacturer_name,address,country,manufacturer_step
37,Dazparda,insulin aspart,A10AB05,https://www.ema.europa.eu/en/medicines/human/EPAR/dazparda,https://www.ema.europa.eu/en/documents/product-information/dazparda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
Gan & Lee Pharmaceuticals
No.8 Nanfeng West First Road
Huoxian Town
Tongzhou District
Beijing, China, 101109
Name and address of the manufacturers responsible for batch release
IL-CSM Clinical Supplies Management GmbH
Marie-Curie-Strasse 8
Loerrach, Baden-Wuerttemberg, 79539, Germany",IL-CSM Clinical Supplies Management GmbH,"Marie-Curie-Strasse 8
Loerrach, Baden-Wuerttemberg, 79539, Germany",Germany,2
38,Tafinlar,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/tafinlar,https://www.ema.europa.eu/en/documents/product-information/tafinlar-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Lek Pharmaceuticals d.d.,"Verovškova ulica 57
1526, Ljubljana
Slovenia",Slovenia,2
39,Tafinlar,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/tafinlar,https://www.ema.europa.eu/en/documents/product-information/tafinlar-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharmaceutical Manufacturing LLC,"Verovškova ulica 57
1000, Ljubljana
Slovenia",Slovenia,2
40,Tafinlar,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/tafinlar,https://www.ema.europa.eu/en/documents/product-information/tafinlar-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Farmacéutica S.A.,"Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain",Spain,2
41,Tafinlar,dabrafenib mesilate,L01EC02,https://www.ema.europa.eu/en/medicines/human/EPAR/tafinlar,https://www.ema.europa.eu/en/documents/product-information/tafinlar-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Lek Pharmaceuticals d.d.
Verovškova ulica 57
1526, Ljubljana
Slovenia
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000, Ljubljana
Slovenia
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharma GmbH,"Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Germany,2
42,Spexotras,trametinib dimethyl sulfoxide,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/spexotras,https://www.ema.europa.eu/en/documents/product-information/spexotras-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Novartis Pharmaceuticals S.R.L.
Str. Livezeni nr.7A
540472 Targu Mures
Romania
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharmaceuticals S.R.L.,"Str. Livezeni nr.7A
540472 Targu Mures
Romania",Romania,2
43,Spexotras,trametinib dimethyl sulfoxide,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/spexotras,https://www.ema.europa.eu/en/documents/product-information/spexotras-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Novartis Pharmaceuticals S.R.L.
Str. Livezeni nr.7A
540472 Targu Mures
Romania
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Farmacéutica S.A.,"Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain",Spain,2
44,Spexotras,trametinib dimethyl sulfoxide,L01EE01,https://www.ema.europa.eu/en/medicines/human/EPAR/spexotras,https://www.ema.europa.eu/en/documents/product-information/spexotras-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Novartis Pharmaceuticals S.R.L.
Str. Livezeni nr.7A
540472 Targu Mures
Romania
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharma GmbH,"Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Germany,2
45,Besponsa,Inotuzumab ozogamicin,L01FB01,https://www.ema.europa.eu/en/medicines/human/EPAR/besponsa,https://www.ema.europa.eu/en/documents/product-information/besponsa-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Wyeth Pharmaceutical Division of Wyeth Holdings LLC,
401 North Middletown Road,
Pearl River, New York (NY) 10965
United States (USA)
Name and address of the manufacturer responsible for batch release
Pfizer Service Company BV
Hermeslaan 11
1932 Zaventem
Belgium","Wyeth Pharmaceutical Division of Wyeth Holdings LLC,","401 North Middletown Road,
Pearl River, New York (NY) 10965
United States (USA)",United States,1
46,Besponsa,Inotuzumab ozogamicin,L01FB01,https://www.ema.europa.eu/en/medicines/human/EPAR/besponsa,https://www.ema.europa.eu/en/documents/product-information/besponsa-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Wyeth Pharmaceutical Division of Wyeth Holdings LLC,
401 North Middletown Road,
Pearl River, New York (NY) 10965
United States (USA)
Name and address of the manufacturer responsible for batch release
Pfizer Service Company BV
Hermeslaan 11
1932 Zaventem
Belgium",Pfizer Service Company BV,"Hermeslaan 11
1932 Zaventem
Belgium",Belgium,2
47,Olazax Disperzi,olanzapine,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/olazax-disperzi,https://www.ema.europa.eu/en/documents/product-information/olazax-disperzi-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Glenmark Pharmaceuticals s.r.o
Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Glenmark Pharmaceuticals s.r.o,"Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Czech Republic,2
48,Olazax,olanzapine,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/olazax,https://www.ema.europa.eu/en/documents/product-information/olazax-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Glenmark Pharmaceuticals s.r.o
Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Glenmark Pharmaceuticals s.r.o,"Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Czech Republic,2
49,Tobi Podhaler,tobramycin,J01GB01,https://www.ema.europa.eu/en/medicines/human/EPAR/tobi-podhaler,https://www.ema.europa.eu/en/documents/product-information/tobi-podhaler-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
McDermott Laboratories Ltd T/A Mylan Dublin Respiratory
Unit 25, Baldoyle Industrial Estate
Grange Road, Baldoyle
Dublin 13, D13 N5X2
Ireland
Viatris Germany GmbH
Zweigniederlassung Bad Homburg v. d. Hoehe
Benzstrasse 1
61352 Bad Homburg v. d. Hoehe
Germany",McDermott Laboratories Ltd T/A Mylan Dublin Respiratory,"Unit 25, Baldoyle Industrial Estate
Grange Road, Baldoyle
Dublin 13, D13 N5X2
Ireland",Ireland,2
50,Tobi Podhaler,tobramycin,J01GB01,https://www.ema.europa.eu/en/medicines/human/EPAR/tobi-podhaler,https://www.ema.europa.eu/en/documents/product-information/tobi-podhaler-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
McDermott Laboratories Ltd T/A Mylan Dublin Respiratory
Unit 25, Baldoyle Industrial Estate
Grange Road, Baldoyle
Dublin 13, D13 N5X2
Ireland
Viatris Germany GmbH
Zweigniederlassung Bad Homburg v. d. Hoehe
Benzstrasse 1
61352 Bad Homburg v. d. Hoehe
Germany",Viatris Germany GmbH,"Zweigniederlassung Bad Homburg v. d. Hoehe
Benzstrasse 1
61352 Bad Homburg v. d. Hoehe
Germany",Germany,2
51,Olanzapine Glenmark Europe,olanzapine,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-glenmark-europe,https://www.ema.europa.eu/en/documents/product-information/olanzapine-glenmark-europe-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Glenmark Pharmaceuticals s.r.o
Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Glenmark Pharmaceuticals s.r.o,"Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Czech Republic,2
52,Olanzapine Glenmark,olanzapine,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-glenmark,https://www.ema.europa.eu/en/documents/product-information/olanzapine-glenmark-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Glenmark Pharmaceuticals s.r.o
Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Glenmark Pharmaceuticals s.r.o,"Fibíchova 143, 566 17
Vysoké Mýto
Czech Republic",Czech Republic,2
53,Ixiaro,"Japanese-encephalitis virus, inactivated (attenuated strain SA14-14-2 grown in vero cells)",J07BA02,https://www.ema.europa.eu/en/medicines/human/EPAR/ixiaro,https://www.ema.europa.eu/en/documents/product-information/ixiaro-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Valneva Scotland Ltd.
Oakbank Park Road
Livingston EH53 0TG
United Kingdom
and
Valneva Scotland Limited
1 Oakbank Park Place
Livingston EH53 0TN
United Kingdom
Name and address of the manufacturer(s) responsible for batch release
Valneva Austria GmbH
Campus Vienna Biocenter 3
1030 Wien
Austria",Valneva Scotland Ltd.,"Oakbank Park Road
Livingston EH53 0TG
United Kingdom",United Kingdom,1
54,Ixiaro,"Japanese-encephalitis virus, inactivated (attenuated strain SA14-14-2 grown in vero cells)",J07BA02,https://www.ema.europa.eu/en/medicines/human/EPAR/ixiaro,https://www.ema.europa.eu/en/documents/product-information/ixiaro-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Valneva Scotland Ltd.
Oakbank Park Road
Livingston EH53 0TG
United Kingdom
and
Valneva Scotland Limited
1 Oakbank Park Place
Livingston EH53 0TN
United Kingdom
Name and address of the manufacturer(s) responsible for batch release
Valneva Austria GmbH
Campus Vienna Biocenter 3
1030 Wien
Austria",Valneva Scotland Limited,"1 Oakbank Park Place
Livingston EH53 0TN
United Kingdom",United Kingdom,1
55,Ixiaro,"Japanese-encephalitis virus, inactivated (attenuated strain SA14-14-2 grown in vero cells)",J07BA02,https://www.ema.europa.eu/en/medicines/human/EPAR/ixiaro,https://www.ema.europa.eu/en/documents/product-information/ixiaro-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Valneva Scotland Ltd.
Oakbank Park Road
Livingston EH53 0TG
United Kingdom
and
Valneva Scotland Limited
1 Oakbank Park Place
Livingston EH53 0TN
United Kingdom
Name and address of the manufacturer(s) responsible for batch release
Valneva Austria GmbH
Campus Vienna Biocenter 3
1030 Wien
Austria",Valneva Austria GmbH,"Campus Vienna Biocenter 3
1030 Wien
Austria",Austria,2
56,Gardasil 9,"human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",J07BM03,https://www.ema.europa.eu/en/medicines/human/EPAR/gardasil-9,https://www.ema.europa.eu/en/documents/product-information/gardasil-9-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Merck Sharp & Dohme LLC
2778 South East Side Highway
Elkton, Virginia 22827
USA
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
Meidling, Vienna, 1121
Austria
Name and address of the manufacturer(s) responsible for batch release
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Merck Sharp & Dohme LLC,"2778 South East Side Highway
Elkton, Virginia 22827
USA",United States,1
57,Gardasil 9,"human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",J07BM03,https://www.ema.europa.eu/en/medicines/human/EPAR/gardasil-9,https://www.ema.europa.eu/en/documents/product-information/gardasil-9-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Merck Sharp & Dohme LLC
2778 South East Side Highway
Elkton, Virginia 22827
USA
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
Meidling, Vienna, 1121
Austria
Name and address of the manufacturer(s) responsible for batch release
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Merck Sharp & Dohme LLC,"770 Sumneytown Pike
West Point, Pennsylvania 19486
USA",United States,1
58,Gardasil 9,"human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",J07BM03,https://www.ema.europa.eu/en/medicines/human/EPAR/gardasil-9,https://www.ema.europa.eu/en/documents/product-information/gardasil-9-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Merck Sharp & Dohme LLC
2778 South East Side Highway
Elkton, Virginia 22827
USA
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
Meidling, Vienna, 1121
Austria
Name and address of the manufacturer(s) responsible for batch release
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Boehringer Ingelheim RCV GmbH & Co KG,"Dr. Boehringer-Gasse 5-11
Meidling, Vienna, 1121
Austria",Austria,1
59,Gardasil 9,"human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",J07BM03,https://www.ema.europa.eu/en/medicines/human/EPAR/gardasil-9,https://www.ema.europa.eu/en/documents/product-information/gardasil-9-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Merck Sharp & Dohme LLC
2778 South East Side Highway
Elkton, Virginia 22827
USA
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Boehringer Ingelheim RCV GmbH & Co KG
Dr. Boehringer-Gasse 5-11
Meidling, Vienna, 1121
Austria
Name and address of the manufacturer(s) responsible for batch release
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Merck Sharp & Dohme B.V.,"Waarderweg 39
2031 BN Haarlem
The Netherlands",Netherlands,2
60,Oncaspar,pegaspargase,L01XX24,https://www.ema.europa.eu/en/medicines/human/EPAR/oncaspar,https://www.ema.europa.eu/en/documents/product-information/oncaspar-epar-product-information_en.pdf,,"Exelead, Inc.
","Exelead, Inc.
6925 Guion Road
Indianapolis
Indiana 46268
USA",USA,1
61,Oncaspar,pegaspargase,L01XX24,https://www.ema.europa.eu/en/medicines/human/EPAR/oncaspar,https://www.ema.europa.eu/en/documents/product-information/oncaspar-epar-product-information_en.pdf,,"Les Laboratoires Servier Industrie
","Les Laboratoires Servier Industrie
905 Route de Saran
45520 Gidy
France",France,2
62,Xromi,hydroxycarbamide,L01XX05,https://www.ema.europa.eu/en/medicines/human/EPAR/xromi,https://www.ema.europa.eu/en/documents/product-information/xromi-epar-product-information_en.pdf,,"Pronav Clinical Ltd.
","Pronav Clinical Ltd.
Unit 5
Dublin Road Business Park
Carraroe, Sligo
F91 D439
Ireland",Ireland,2
63,Xromi,hydroxycarbamide,L01XX05,https://www.ema.europa.eu/en/medicines/human/EPAR/xromi,https://www.ema.europa.eu/en/documents/product-information/xromi-epar-product-information_en.pdf,,"Lipomed GmbH
","Lipomed GmbH
Hegenheimer Strasse 2
79576 Weil am Rhein
Germany",Germany,2
64,Siklos,hydroxycarbamide,L01XX05,https://www.ema.europa.eu/en/medicines/human/EPAR/siklos,https://www.ema.europa.eu/en/documents/product-information/siklos-epar-product-information_en.pdf,,"Delpharm Lille
","Delpharm Lille
Parc d’Activités Roubaix-Est
22 rue de Toufflers
CS 50070
59452 Lys-lez-Lannoy
France",France,2
65,Darzalex,daratumumab,L01FC01,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf,,"Biogen Inc.
","Biogen Inc.
5000 Davis Drive
Research Triangle Park
North Carolina
27709
United States",United States,1
66,Darzalex,daratumumab,L01FC01,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf,,"FUJIFILM Diosynth Biotechnologies Denmark ApS
","FUJIFILM Diosynth Biotechnologies Denmark ApS
Biotek Alle 1
Hillerod, 3400
Denmark",Denmark,1
67,Darzalex,daratumumab,L01FC01,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf,,"Janssen Sciences Ireland UC
","Janssen Sciences Ireland UC
Barnahely
Ringaskiddy
Cork
Ireland",Ireland,1
68,Darzalex,daratumumab,L01FC01,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf,,"Samsung Biologics Co, Ltd.
","Samsung Biologics Co, Ltd.
300, Songdo bio-daero
Yeonsu-gu
Incheon, Republic of Korea",Republic of Korea,1
69,Darzalex,daratumumab,L01FC01,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf,,"Janssen Biologics B.V.
","Janssen Biologics B.V.
Einsteinweg 101
NL-2333 CB Leiden
The Netherlands",The Netherlands,2
70,Darzalex,daratumumab,L01FC01,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex,https://www.ema.europa.eu/en/documents/product-information/darzalex-epar-product-information_en.pdf,,"Janssen Pharmaceutica NV
","Janssen Pharmaceutica NV
Turnhoutseweg 30
B-2340 Beerse
Belgium",Belgium,2
71,Advate,octocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/advate,https://www.ema.europa.eu/en/documents/product-information/advate-epar-product-information_en.pdf,,"Baxalta Manufacturing Sàrl
","Baxalta Manufacturing Sàrl
Route de Pierre-à-Bot 111
CH-2000 Neuchâtel
Switzerland",Switzerland,1
72,Advate,octocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/advate,https://www.ema.europa.eu/en/documents/product-information/advate-epar-product-information_en.pdf,,"Takeda Manufacturing Singapore Pte. Ltd.
","Takeda Manufacturing Singapore Pte. Ltd.
2A Woodlands Industrial Park D Street 2
Singapore 737779
Singapore",Singapore,1
73,Advate,octocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/advate,https://www.ema.europa.eu/en/documents/product-information/advate-epar-product-information_en.pdf,,"Baxalta Belgium Manufacturing SA
","Baxalta Belgium Manufacturing SA
Boulevard René Branquart 80
B-7860 Lessines
Belgium",Belgium,2
74,Dabigatran Etexilate Accord,dabigatran etexilate mesilate,B01AE07,https://www.ema.europa.eu/en/medicines/human/EPAR/dabigatran-etexilate-accord,https://www.ema.europa.eu/en/documents/product-information/dabigatran-etexilate-accord-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Accord Healthcare Polska Sp. z.o.o.
ul.Lutomierska 50,
95-200, Pabianice, Poland
Pharmadox Healthcare Limited
KW20A Kordin Industrial Park,
Paola PLA 3000, Malta
Accord Healthcare B.V.
Winthontlaan 200,
3526 KV Utrecht, Netherlands",,"ul.Lutomierska 50,
95-200, Pabianice, Poland",Poland,2
75,Dabigatran Etexilate Accord,dabigatran etexilate mesilate,B01AE07,https://www.ema.europa.eu/en/medicines/human/EPAR/dabigatran-etexilate-accord,https://www.ema.europa.eu/en/documents/product-information/dabigatran-etexilate-accord-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Accord Healthcare Polska Sp. z.o.o.
ul.Lutomierska 50,
95-200, Pabianice, Poland
Pharmadox Healthcare Limited
KW20A Kordin Industrial Park,
Paola PLA 3000, Malta
Accord Healthcare B.V.
Winthontlaan 200,
3526 KV Utrecht, Netherlands",Pharmadox Healthcare Limited,"KW20A Kordin Industrial Park,
Paola PLA 3000, Malta",Malta,2
76,Dabigatran Etexilate Accord,dabigatran etexilate mesilate,B01AE07,https://www.ema.europa.eu/en/medicines/human/EPAR/dabigatran-etexilate-accord,https://www.ema.europa.eu/en/documents/product-information/dabigatran-etexilate-accord-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Accord Healthcare Polska Sp. z.o.o.
ul.Lutomierska 50,
95-200, Pabianice, Poland
Pharmadox Healthcare Limited
KW20A Kordin Industrial Park,
Paola PLA 3000, Malta
Accord Healthcare B.V.
Winthontlaan 200,
3526 KV Utrecht, Netherlands",Accord Healthcare B.V.,"Winthontlaan 200,
3526 KV Utrecht, Netherlands",Netherlands,2
77,Noxafil,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/noxafil,https://www.ema.europa.eu/en/documents/product-information/noxafil-epar-product-information_en.pdf,"A MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer (s) responsible for batch release
Organon Heist bv, Industriepark 30, 2220 Heist-op-den-Berg, Belgium
Merck Sharp & Dohme B. V. Waarderweg 39, 2031 BN, Haarlem, The Netherlands","Organon Heist bv, Industriepark 30, 2220 Heist-op-den-Berg, Belgium","Merck Sharp & Dohme B. V. Waarderweg 39, 2031 BN, Haarlem, The Netherlands",Netherlands,2
78,Noxafil,posaconazole,J02AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/noxafil,https://www.ema.europa.eu/en/documents/other/noxafil-product-information-approved-chmp-23-june-2016-pending-endorsement-european-commission_en.pdf,"A MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Schering-Plough S.A., 2, rue Louis Pasteur; 14200 Hérouville St Clair, France
Schering-Plough Labo N.V., Industriepark 30, Zone A, BE-2220 Heist-op-den-Berg, Belgium","Schering-Plough S.A., 2, rue Louis Pasteur; 14200 Hérouville St Clair, France","Schering-Plough Labo N.V., Industriepark 30, Zone A, BE-2220 Heist-op-den-Berg, Belgium",Belgium,2
79,Keytruda,pembrolizumab,L01FF02,https://www.ema.europa.eu/en/medicines/human/EPAR/keytruda,https://www.ema.europa.eu/en/documents/product-information/keytruda-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
AstraZeneca Pharmaceuticals LP
Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.
Boehringer Ingelheim (BIB)
Pharma GmbH & Co. KG
Birkendorfer Straße 65
88397 Biberach an der Riss
Germany
MSD Biotech B.V.
Vollenhovermeer 2
5347 JV Oss
The Netherlands
Boehringer Ingelheim Fremont, Inc. (BIF)
6701 Kaiser Drive
Fremont, California 94555
U.S.
MSD International GmbH (DUB)
Drynam Road
Swords, Dublin K67 P263
Ireland
Samsung Biologics Co., Ltd (SBL)
300 Songdo bio-daero, Yeonsu-gu
Incheon, South Korea 21987
Name and address of the manufacturers responsible for batch release
Organon Heist bv
Industriepark 30
2220 Heist-op-den-Berg
Belgium
Merck Sharp & Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",AstraZeneca Pharmaceuticals LP,"Frederick Manufacturing Center (FMC)
633 Research Court
Frederick, Maryland 21703
U.S.",United States,1
